//DNS Browser - DNS Database//
www.about.com	208.185.127.40
www.abstractvb.com	66.102.135.211
www.abuse.net	208.31.42.77
www.aim.com	64.12.151.99
www.altavista.com	66.94.229.254
www.amazon.com	207.171.163.30
www.aol.com	205.188.145.214
www.apple.com	17.112.152.32
www.arin.net	69.25.34.199
www.babelfish.altavista.com	66.94.233.46
www.bandwidthplace.com	217.160.248.33
www.bates.ctc.edu	168.156.217.7
www.battle.net	216.148.223.71
www.bemanistyle.com	67.19.221.91
www.betterwhois.com	216.12.139.40
www.blizzard.com	216.148.223.72
www.bluekestrel.com	217.69.35.141
www.blue-light.nu	66.230.226.245
www.bluelight.nu	80.69.65.251
www.bullseye-network.com	69.20.69.181
www.cnet.com	216.239.115.141
www.codebook.org	212.247.27.201
www.codeguru.com	63.236.73.79
www.cognitivedistortion.com	66.221.196.127
www.com.com	216.239.115.141
www.comcast.com	164.109.28.3
www.completewhois.com	216.151.192.222
www.counter-strike.net	207.38.0.82
www.crackingislife.com	208.53.170.18
www.ctc.edu	134.39.2.119
www.ddrfreak.com	207.158.28.24
www.ddrmaniax.net	64.246.50.91
www.ddruk.com	81.29.73.120
www.devx.com	63.236.73.21
www.dictionary.com	66.161.12.81
www.dnsmadeeasy.com	63.219.151.24
www.dnsreport.com	69.2.200.183
www.dnsstuff.com	69.2.200.183
www.domaininfo.com	193.14.90.168
www.doubleclick.net	216.73.92.112
www.download.com	216.239.115.131
www.downloads.com	216.239.115.148
www.ebay.com	66.135.192.87
www.excite.com	208.45.133.23
www.exhedra.com	216.5.163.57
www.findapix.com	209.126.176.13
www.fob-drama.com	217.160.226.65
www.fox.com	64.37.246.11
www.freeipods.com	207.97.193.251
www.freevbcode.com	63.236.73.107
www.gaim.sourceforge.net	66.35.250.209
www.gamefaqs.com	216.239.115.138
www.gamers.com	205.209.166.121
www.games.com	208.39.19.74
www.geocities.com	66.218.77.68
www.google.com	216.239.57.104
www.hoaxinfo.com	64.177.232.91
www.hotmail.com	207.68.171.233
www.howthingswork.com	216.183.103.150
www.i1.bluelight.nu	80.69.65.251
www.icewalkers.com	66.70.82.83
www.ign.com	216.35.123.121
www.igngamespy.com	216.35.123.102
www.internic.net	192.0.34.161
www.ipv6tools.com	69.2.200.183
www.juno.com	64.136.29.200
www.kdrama.com	67.18.233.238
www.keyhole.com	65.87.18.131
www.king5.com	147.136.250.100
www.king5tv.com	147.136.250.100
www.lycos.com	209.202.216.27
www.macromedia.com	216.104.212.88
www.messenger.yahoo.com	66.94.234.13
www.microsoft.com	207.46.156.252
www.msn.com	207.68.173.254
www.msv.dk	80.163.11.59
www.myspace.com	69.89.74.24
www.bobandgeorge.com	64.159.77.53
www.askjeeves.com	65.214.39.203
www.centralops.net	216.46.246.238
www.crsnic.net	192.153.247.100
www.dns.net	64.39.31.27
www.computec.ch	195.65.88.60
www.laurentconstantin.com	81.91.65.187
www.askjeevesforkids.com	65.214.39.11
www.google.com	64.233.167.99
